 동서울대 컴퓨터정보과 전화번호?,컴퓨터정보과 전화번호는 031-720-2150 입니다.
 웹툰과의 교육 목표는 무엇인가요?,"웹툰과의 교육 목표는 웹툰 문화콘텐츠 산업을 선도하는 전문 인재를 양성하는 것입니다. 이를 통해 웹툰 산업을 이끌어갈 전문 지식을 갖춘 인재를 교육하고, 디지털 환경 변화에 유연하게 대처할 수 있는 능력과 창의적인 웹툰 콘텐츠를 제작할 수 있는 실무 중심의 인재를 양성합니다. 또한, 현장성과 창의 문화성을 갖춘 융합형 웹툰 전문가를 양성하는 것을 목표로 합니다."
 웹툰과의 차별점은 무엇인가요?,"웹툰과는 학생 1인당 1대의 최신 와콤 신티크 태블릿 장비와 강의실을 갖추어 실무 기반의 현장 전문 교육을 운영합니다. 또한, 웹툰 공모전 수상 연계 수업을 통해 실력을 인정받을 기회를 제공하며, 창의적인 웹툰 콘텐츠 제작에 필요한 실무 기술을 교육합니다."
 웹툰과의 졸업 후 진로는 어떻게 되나요?,"졸업 후, 학생들은 웹툰 작가, 웹툰 PD, 웹툰 스토리 작가, 웹툰 콘텐츠 기획자, 일러스트레이션 작가, 캐릭터 디자이너, 배경 디자이너, 컨셉 디자이너(기획자) 등 다양한 분야에서 활동할 수 있습니다."
 웹툰과에서 취득할 수 있는 자격증은 무엇인가요?,"웹툰과에서는 GTQ 포토샵, GTQi 일러스트, 컴퓨터그래픽스운용기능사, Adobe Photoshop, Adobe Illustration 등의 자격증을 취득할 수 있습니다."
 웹툰과의 주요 교과목은 무엇인가요?,"주요 교과목은 다음과 같습니다: 1학년(전문학사) - 웹툰 기초, 웹툰 그래픽스, 웹툰 아이디어 발상, 웹툰 드로잉. 2학년(전문학사) - 웹툰 디지털 페인팅, 웹툰 스토리텔링, 웹툰 캡스톤디자인, 웹툰 창작 종합설계."
 항공기계과의 교육 목표는 무엇인가요?,"항공기계과의 교육 목표는 항공 및 설계 분야에서의 융합 지식을 탐구하여 4차 산업혁명 시대의 창의융합 인재를 양성하는 것입니다. 이를 위해 체계적인 기초 지식과 이론, 실기 교육을 통해 창의 융합 메이커 및 항공기 전문 기술인을 육성하고, 인성 교육과 협력 기반 교육과정을 통해 타인을 존중하고 열린 마음, 공동체 의식을 갖춘 미래 인재를 양성합니다."
 항공기계과의 특징은 무엇인가요?,"항공기계과는 최적의 학습 환경을 제공하며, 항공정비부사관, 드론, 창의융합 메이커 양성을 위한 우수한 커리큘럼을 갖추고 있습니다. 또한, 산학연협력 선도대학으로 선정되어 최신 실습 장비와 우수한 교수진을 확보하고 있으며, 국내 대학생 창업, 캡스톤 경진대회, 학생 논문 경진대회에서 다수의 수상이력을 보유하고 있습니다."
 항공기계과에서 취득할 수 있는 자격증은 무엇이 있나요?,"항공기계과에서는 항공산업기사, 항공정비기능사, 초경량비행장치조종사, 일반기계산업기사, 컴퓨터응용가공상업기사, 기계설계산업기사, 용접산업기사, 생산자동화산업기사, 정밀측정산업기사, 기계가공조립산업기사, 전산응용기계제도기능사 등의 자격증을 취득할 수 있습니다."
 항공기계과 졸업 후 진로는 어떤 것이 있나요?,"졸업 후에는 일반 기계 부품 설계 및 제작 분야, 항공정비부사관 및 민간 항공사, 항공정밀 기계 부품 설계 및 가공 분야, 드론 산업 분야, 플랜트 및 반도체 설비 분야에서 활동할 수 있으며, 국내외 대학으로 진학할 수 있는 기회도 있습니다."
 항공기계과의 주요 교과목은 무엇인가요?,"주요 교과목으로는 1학년(전문학사) - 항공기 시스템, 항공기체, 항공전기전자 기초, CAD 기초, 가스터빈 엔진, 유체역학, 항공계기, 항공역학, 항공재료, 항공전기전자 응용 등이 있으며, 2학년(전문학사)에는 왕복엔진, 드론정비조종실습, 항공기체 기초(응용) 실습, 항공기관 기초(응용) 실습, 기계요소 설계, CAD 실무, 전기전자 계기 기초(응용) 실습, 유공압 제어 실습, 금형 및 3D 프린팅 실무, CAM 등이 포함됩니다."
 항공기계과의 교육 시설은 무엇이 있나요?,"주요 교육 시설로는 항공기관실(9109호), CAD 실습실(9215호), 스터디카페(9202-1호) 등이 있으며, 실습과 학습을 위한 다양한 공간이 마련되어 있습니다."
 미래자동차학과의 교육 목표는 무엇인가요?,"미래자동차학과의 교육 목표는 미래자동차에 필요한 기계, 전기, 전자 지식을 갖춘 전문 기술 인력을 양성하는 것입니다. 이를 통해 창의적이고 도전정신을 겸비하며 책임을 다하는 기술 인력을 양성하고, 소통과 신뢰를 바탕으로 직업 윤리의식을 갖춘 글로벌 전문 기술 인력을 배출하는 것을 목표로 합니다."
 미래자동차학과에서 배우는 주요 기술 및 내용은 무엇인가요?,"미래자동차학과의 교육 목표는 미래자동차에 필요한 기계, 전기, 전자 지식을 갖춘 전문 기술 인력을 양성하는 것입니다. 이를 통해 창의적이고 도전정신을 겸비하며 책임을 다하는 기술 인력을 양성하고, 소통과 신뢰를 바탕으로 직업 윤리의식을 갖춘 글로벌 전문 기술 인력을 배출하는 것을 목표로 합니다."
 미래자동차학과 졸업 후 진로는 어떤 것이 있나요?,"미래자동차학과에서는 4차 산업혁명의 핵심 기술 중 하나인 미래자동차에 대해 배우며, 전기자동차, 하이브리드 자동차, 플러그인 자동차, 수소자동차와 관련된 현장 기술을 습득할 수 있습니다. 또한, 자율주행 소프트웨어와 관련된 코딩 기술도 배울 수 있습니다."
 미래자동차학과에서 취득할 수 있는 자격증은 무엇이 있나요?,"졸업 후에는 기계 조립 및 생산 분야, 기계 부품 및 시스템 설계 분야, 미래자동차 생산 관리 및 제품 설계 분야, 미래자동차 조립 및 정비 분야, 자율주행 소프트웨어 개발 분야 등 다양한 분야에서 활동할 수 있습니다. 또한, 미래자동차 분야 중견기업, 로봇 CS/연구 보조, 코딩 분야로의 진출도 가능합니다."
 미래자동차학과의 주요 교과목은 무엇인가요?,"취득할 수 있는 자격증으로는 기계설계산업기사, 자동차정비산업기사, 산업안전산업기사, 메카트로닉스산업기사 등이 있습니다."
 미래자동차학과의 교육 시설은 무엇이 있나요?,"주요 교과목으로는 1학년(전문학사) - 기계 기초 실습, 미래자동차 공학, 자동차 전기전자 개론, 고전원 전기장치 기초, 부품 모델링, 자동차 기관 이론, 자동차 섀시 이론, 자동차 전기전자 실습, 자율주행 코딩 기초 등이 있으며, 2학년(전문학사)에는 EV 구동 모터, 기계 요소 설계(I, II), 기계 응용 설계, 유공압 제어, 자동차 기관 실습, 자동차 섀시 실습, 3D 프린팅, xEV 기초 실무, 자율주행 이동체 등이 포함됩니다. 학사학위 과정에서는 로봇 공학 기초, 스마트 팩토리 개론, 자동차 부품 설계, 자동차 모델링, 제어 공학, 제어 실습, PLC 제어 실습, xEV 심화 실무, 유체 역학, 인공지능 기초 등이 제공됩니다."
 항공기계과 조용무 교수님 연구실 위치가 어디인가요?,항공기계과 조용무 교수님 연구실은 9호관 9414호실에 위치해 있습니다.
 항공기계과 최국헌 교수님 연구실 위치가 어디인가요?,항공기계과 최국헌 교수님 연구실은 9호관 9212호실에 위치해 있습니다.
 항공기계과 맹민재 교수님 연구실 위치가 어디인가요?,항공기계과 맹민재 교수님 연구실은 9호관 9409호실에 위치해 있습니다.
 항공기계과 정진화 교수님 연구실 위치가 어디인가요?,항공기계과 정진화 교수님 연구실은 9호관 9214호실에 위치해 있습니다.
 항공기계과 박현철 교수님 연구실 위치가 어디인가요?,항공기계과 박현철 교수님 연구실은 9호관 9413호실에 위치해 있습니다.
 미래자동차학과 조경래 교수님 연구실 위치가 어디인가요?,미래자동차학과 조경래 교수님 연구실은 9호관 9412호실에 위치해 있습니다.
 미래자동차학과 여은구 교수님 연구실 위치가 어디인가요?,미래자동차학과 여은구교수님 연구실은 9호관 9312호실에 위치해 있습니다.
 미래자동차학과 박순옥 교수님 연구실 위치가 어디인가요?,미래자동차학과 박순옥 교수님 연구실은 9호관 9310호실에 위치해 있습니다.
 미래자동차학과 하석재 교수님 연구실 위치가 어디인가요?,미래자동차학과 하석재 교수님 연구실은 9호관 9211호실에 위치해 있습니다.
 미래자동차학과 최승현 교수님 연구실 위치가 어디인가요?,미래자동차학과 최승현 교수님 연구실은 9호관 9305-2호실에 위치해 있습니다.
 미래자동차학과 유태재 교수님 연구실 위치가 어디인가요?,미래자동차학과 유태재 교수님 연구실은 9호관 9206호실에 위치해 있습니다.
 전기공학과 이정훈 교수님 연구실 위치가 어디인가요?,전기공학과 이정훈 교수님 연구실은 8호관 8209호실에 위치해 있습니다.
 전기공학과 홍재일 교수님 연구실 위치가 어디인가요?,전기공학과 홍재일 교수님 연구실은 8호관 8203호실에 위치해 있습니다.
 전기공학과 이승연 교수님 연구실 위치가 어디인가요?,전기공학과 이승연 교수님 연구실은 8호관 8208호실에 위치해 있습니다.
 전기공학과 김준호 교수님 연구실 위치가 어디인가요?,전기공학과 김준호 교수님 연구실은 8호관 8202호실에 위치해 있습니다.
 전기공학과 이향화 교수님 연구실 위치가 어디인가요?,전기공학과 이향화 교수님 연구실은 본관 312호실에 위치해 있습니다.
 전기공학과 윤중근 교수님 연구실 위치가 어디인가요?,전기공학과 윤중근 교수님 연구실은 8호관 8207호실에 위치해 있습니다.
 전기공학과 김지훈 교수님 연구실 위치가 어디인가요?,전기공학과 김지훈 교수님 연구실은 8호관 8205호실에 위치해 있습니다.
 전기공학과 김대희 교수님 연구실 위치가 어디인가요?,전기공학과 김대희 교수님 연구실은 8호관 8206호실에 위치해 있습니다.
 전기공학과 정종규 교수님 연구실 위치가 어디인가요?,전기공학과 정종규 교수님 연구실은 8호관 8204호실에 위치해 있습니다.
 컴퓨터전자과 허용민 교수님 연구실 위치가 어디인가요?,컴퓨터전자과 허용민 교수님 연구실은 8호관 8404호실에 위치해 있습니다.
 컴퓨터전자과 심현민 교수님 연구실 위치가 어디인가요?,컴퓨터전자과 심현민 교수님 연구실은 8호관 8402호실에 위치해 있습니다.
 컴퓨터전자과 이성진 교수님 연구실 위치가 어디인가요?,컴퓨터전자과 이성진 교수님 연구실은 8호관 8407호실에 위치해 있습니다.
 컴퓨터전자과 천영창 교수님 연구실 위치가 어디인가요?,컴퓨터전자과 천영창 교수님 연구실은 8호관 8408호실에 위치해 있습니다.
 컴퓨터전자과 우승탁 교수님 연구실 위치가 어디인가요?,컴퓨터전자과 우승탁 교수님 연구실은 8호관 8409호실에 위치해 있습니다.
 컴퓨터전자과 오태근 교수님 연구실 위치가 어디인가요?,컴퓨터전자과 오태근 교수님 연구실은 8호관 8406호실에 위치해 있습니다.
 컴퓨터전자과 장상필 교수님 연구실 위치가 어디인가요?,컴퓨터전자과 장상필 교수님 연구실은 2호관 2209호실에 위치해 있습니다.
 컴퓨터전자과 이상회 교수님 연구실 위치가 어디인가요?,컴퓨터전자과 이상회 교수님 연구실은 8호관 8403호실에 위치해 있습니다.
 IT융합학과 이상하 교수님 연구실 위치가 어디인가요?,IT융합학과 이상하 교수님 연구실은 8호관 8308호에 위치해 있습니다.
 IT융합학과 강정진 교수님 연구실 위치가 어디인가요?,IT융합학과 강정진 교수님 연구실은 8호관 8304호에 위치해 있습니다.
 IT융합학과 이시현 교수님 연구실 위치가 어디인가요?,IT융합학과 이시현 교수님 연구실은 8호관 8302호에 위치해 있습니다.
 IT융합학과 박형우 교수님 연구실 위치가 어디인가요?,IT융합학과 박형우 교수님 연구실은 8호관 8305호에 위치해 있습니다.
 IT융합학과 오현석 교수님 연구실 위치가 어디인가요?,IT융합학과 오현석 교수님 연구실은 8호관 5층에 위치해 있습니다.
 IT융합학과 한정환 교수님 연구실 위치가 어디인가요?,IT융합학과 한정환 교수님 연구실은 본관 407호실에 위치해 있습니다.
 IT융합학과 김용근 교수님 연구실 위치가 어디인가요?,IT융합학과 김용근 교수님 연구실은 8호관 8502호실에 위치해 있습니다.
 컴퓨터소프트웨어학과 서동린 교수님 연구실 위치가 어디인가요?,컴퓨터소프트웨어학과 서동린 교수님 연구실은 1호관 1211호실에 위치해 있습니다.
 컴퓨터소프트웨어학과 임경철 교수님 연구실 위치가 어디인가요?,컴퓨터소프트웨어학과 임경철 교수님 연구실은 1호관 1205호실에 위치해 있습니다.
 컴퓨터소프트웨어학과 이재희 교수님 연구실 위치가 어디인가요?,컴퓨터소프트웨어학과 이재희 교수님 연구실은 8호관 8307호실에 위치해 있습니다.
 컴퓨터소프트웨어학과 서장원 교수님 연구실 위치가 어디인가요?,컴퓨터소프트웨어학과 서장원 교수님 연구실은 1호관 1213호실에 위치해 있습니다.
 컴퓨터소프트웨어학과 염세훈 교수님 연구실 위치가 어디인가요?,컴퓨터소프트웨어학과 염세훈 교수님 연구실은 1호관 1206호실에 위치해 있습니다.
 컴퓨터소프트웨어학과 김두상 교수님 연구실 위치가 어디인가요?,컴퓨터소프트웨어학과 김두상 교수님 연구실은 1호관 1207호실에 위치해 있습니다.
 컴퓨터소프트웨어학과 문혜경 교수님 연구실 위치가 어디인가요?,컴퓨터소프트웨어학과 문혜경 교수님 연구실은 1호관 1212호실에 위치해 있습니다.
 컴퓨터소프트웨어학과 김민수 교수님 연구실 위치가 어디인가요?,컴퓨터소프트웨어학과 김민수 교수님 연구실은 본관 217호에 위치해 있습니다.
 컴퓨터소프트웨어학과 조민양 교수님 연구실 위치가 어디인가요?,컴퓨터소프트웨어학과 조민양 교수님 연구실은 2호관 2309-8호실에 위치해 있습니다.
 컴퓨터소프트웨어학과 초염 교수님 연구실 위치가 어디인가요?,컴퓨터소프트웨어학과 초염 교수님 연구실은 본관 513호실에 위치해 있습니다.
 컴퓨터소프트웨어학과 유동관 교수님 연구실 위치가 어디인가요?,컴퓨터소프트웨어학과 유동관 교수님 연구실은 2호관 2203호실에 위치해 있습니다.
 컴퓨터소프트웨어학과 김홍열 교수님 연구실 위치가 어디인가요?,컴퓨터소프트웨어학과 김홍열 교수님 연구실은 2호관 2208호실에 위치해 있습니다.
 건축학과 성기용 교수님 연구실 위치가 어디인가요?,건축학과 성기용 교수님 연구실은 본관 209호실에 위치해 있습니다.
 건축학과 홍정석 교수님 연구실 위치가 어디인가요?,건축학과 홍정석 교수님 연구실은 본관 402호실에 위치해 있습니다.
 건축학과 심종석 교수님 연구실 위치가 어디인가요?,건축학과 심종석 교수님 연구실은 본관 204호실에 위치해 있습니다.
 건축학과 김유한 교수님 연구실 위치가 어디인가요?,건축학과 김유한 교수님 연구실은 본관 304호실에 위치해 있습니다.
 건축학과 윤형진 교수님 연구실 위치가 어디인가요?,건축학과 윤형진 교수님 연구실은 본관 210호실에 위치해 있습니다.
 건축학과 신미옥 교수님 연구실 위치가 어디인가요?,건축학과 신미옥 교수님 연구실은 본관 207호실에 위치해 있습니다.
 건축학과 황비 교수님 연구실 위치가 어디인가요?,건축학과 황비 교수님 연구실은 본관 502호실에 위치해 있습니다.
 건축학과 최재규 교수님 연구실 위치가 어디인가요?,건축학과 최재규 교수님 연구실은 본관 211호실에 위치해 있습니다.
 컴퓨터정보과 최용구 교수님 연구실 위치가 어디인가요?,컴퓨터정보과 최용구 교수님 연구실은 2호관 2206호실에 위치해 있습니다.
 컴퓨터정보과 이성은 교수님 연구실 위치가 어디인가요?,컴퓨터정보과 이성은 교수님 연구실은 2호관 2204호실에 위치해 있습니다.
 컴퓨터정보과 윤정섭 교수님 연구실 위치가 어디인가요?,컴퓨터정보과 윤정섭 교수님 연구실은 2호관 2302호실에 위치해 있습니다.
 컴퓨터정보과 신영석 교수님 연구실 위치가 어디인가요?,컴퓨터정보과 신영석 교수님 연구실은 2호관 2202-1호실에 위치해 있습니다.
 디지털방송콘텐츠학과 김문욱 교수님 연구실 위치가 어디인가요?,디지털방송콘텐츠학과 김문욱 교수님 연구실은 8호관 8506호실에 위치해 있습니다.
 디지털방송콘텐츠학과 신재흥 교수님 연구실 위치가 어디인가요?,디지털방송콘텐츠학과 신재흥 교수님 연구실은 8호관 8505호실에 위치해 있습니다.
 디지털방송콘텐츠학과 정주리 교수님 연구실 위치가 어디인가요?,디지털방송콘텐츠학과 정주리 교수님 연구실은 본관 403호실에 위치해 있습니다.
 디지털방송콘텐츠학과 유광석 교수님 연구실 위치가 어디인가요?,디지털방송콘텐츠학과 유광석 교수님 연구실은 8호관 8509호실에 위치해 있습니다.
 디지털방송콘텐츠학과 김은영 교수님 연구실 위치가 어디인가요?,디지털방송콘텐츠학과 김은영 교수님 연구실은 본관 216호실에 위치해 있습니다.
 디지털방송콘텐츠학과 문완희 교수님 연구실 위치가 어디인가요?,디지털방송콘텐츠학과 문완희 교수님 연구실은 8호관 8508호실에 위치해 있습니다.
 디지털방송콘텐츠학과 김수현 교수님 연구실 위치가 어디인가요?,디지털방송콘텐츠학과 김수현 교수님 연구실은 8호관 8502호실에 위치해 있습니다.
 디지털방송콘텐츠학과 이승현 교수님 연구실 위치가 어디인가요?,디지털방송콘텐츠학과 이승현 교수님 연구실은 8호관 8504호실에 위치해 있습니다.
 디지털방송콘텐츠학과 최진재 교수님 연구실 위치가 어디인가요?,디지털방송콘텐츠학과 최진재 교수님 연구실은 8호관 8503호실에 위치해 있습니다.
 실내디자인학과 김석기 교수님 연구실 위치가 어디인가요?,실내디자인학과 김석기 교수님 연구실은 본관 508호실에 위치해 있습니다.
 실내디자인학과 김정수 교수님 연구실 위치가 어디인가요?,실내디자인학과 김정수 교수님 연구실은 본관 218호실에 위치해 있습니다.
 게임콘텐츠과 박선하 교수님 연구실 위치가 어디인가요?,게임콘텐츠과 박선하 교수님 연구실은 본관 411호실에 위치해 있습니다.
 게임콘텐츠과 장희 교수님 연구실 위치가 어디인가요?,게임콘텐츠과 장희 교수님 연구실은 본관 507호실에 위치해 있습니다.
 게임콘텐츠과 이진아 교수님 연구실 위치가 어디인가요?,게임콘텐츠과 이진아 교수님 연구실은 본관 306호실에 위치해 있습니다.
 자유전공학과 정주리 교수님 연구실 위치가 어디인가요?,자유전공학과 정주리 교수님 연구실은 본관 403호실에 위치해 있습니다.
 자유전공학과 홍성욱 교수님 연구실 위치가 어디인가요?,자유전공학과 홍성욱 교수님 연구실은 2호관 2309-3호실에 위치해 있습니다.
 스마트드론과 맹민재 교수님 연구실 위치가 어디인가요?,스마트드론과 맹민재 교수님 연구실은 9호관 9409호실에 위치해 있습니다.
 스마트드론과 정진화 교수님 연구실 위치가 어디인가요?,스마트드론과 정진화 교수님 연구실은 9호관 9214호실에 위치해 있습니다.
 스마트드론과 박현철 교수님 연구실 위치가 어디인가요?,스마트드론과 박현철 교수님 연구실은 9호관 9413호실에 위치해 있습니다.
 스마트드론과 남명관 교수님 연구실 위치가 어디인가요?,스마트드론과 남명관 교수님 연구실은 본관 318호실에 위치해 있습니다.
 디지털헬스케어과 우승탁 교수님 연구실 위치가 어디인가요?,디지털헬스케어과 우승탁 교수님 연구실은 8호관 8409호실에 위치해 있습니다.
 디지털헬스케어과 심현민 교수님 연구실 위치가 어디인가요?,디지털헬스케어과 심현민 교수님 연구실은 8호관 8402호실에 위치해 있습니다.
 호텔외식조리과 야은숙 교수님 연구실 위치가 어디인가요?,호텔외식조리과 야은숙 교수님 연구실은 1호관 1301호실에 위치해 있습니다.
 호텔외식조리과 김주현 교수님 연구실 위치가 어디인가요?,호텔외식조리과 김주현 교수님 연구실은 1호관 1309호실에 위치해 있습니다.
 호텔외식조리과 함형만 교수님 연구실 위치가 어디인가요?,호텔외식조리과 함형만 교수님 연구실은 1호관 1209호실에 위치해 있습니다.
 호텔외식조리과 홍우표 교수님 연구실 위치가 어디인가요?,호텔외식조리과 홍우표 교수님 연구실은 1호관 2407호실에 위치해 있습니다.
 호텔외식조리과 오병호 교수님 연구실 위치가 어디인가요?,호텔외식조리과 오병호 교수님 연구실은 2호관 207호실에 위치해 있습니다.
 호텔외식조리과 신은주 교수님 연구실 위치가 어디인가요?,호텔외식조리과 신은주 교수님 연구실은 2호관 205호실에 위치해 있습니다.
 보건의료행정학과 김정훈 교수님 연구실 위치가 어디인가요?,보건의료행정학과 김정훈 교수님 연구실은 2호관 2305호실에 위치해 있습니다.
 보건의료행정학과 이채경 교수님 연구실 위치가 어디인가요?,보건의료행정학과 이채경 교수님 연구실은 2호관 2303호실에 위치해 있습니다.
 세무회계과 최혁 교수님 연구실 위치가 어디인가요?,세무회계과 최혁 교수님 연구실은 9호관 9509호실에 위치해 있습니다.
 세무회계과 박성한 교수님 연구실 위치가 어디인가요?,세무회계과 박성한 교수님 연구실은 9호관 9508호실에 위치해 있습니다.
 마케팅과 김미현 교수님 연구실 위치가 어디인가요?,마케팅과 김미현 교수님 연구실은 9호관 9407호실에 위치해 있습니다.
 마케팅과 이경화 교수님 연구실 위치가 어디인가요?,마케팅과 이경화 교수님 연구실은 9호관 9510호실에 위치해 있습니다.
 도시계획부동산학과 김기헌 교수님 연구실 위치가 어디인가요?,도시계획부동산학과 김기헌 교수님 연구실은 9호관 9511호실에 위치해 있습니다.
 도시계획부동산학과 박필 교수님 연구실 위치가 어디인가요?,도시계획부동산학과 박필 교수님 연구실은 9호관 9512호실에 위치해 있습니다.
 도시계획부동산학과 고덕균 교수님 연구실 위치가 어디인가요?,도시계획부동산학과 고덕균 교수님 연구실은 9호관 9415호실에 위치해 있습니다.
 호텔관광경영과 유동수 교수님 연구실 위치가 어디인가요?,호텔관광경영과 유동수 교수님 연구실은 본관 5층에 위치해 있습니다.
 호텔관광경영과 허정봉 교수님 연구실 위치가 어디인가요?,호텔관광경영과 허정봉 교수님 연구실은 1호관 1308호실에 위치해 있습니다.
 호텔관광경영과 송대근 교수님 연구실 위치가 어디인가요?,호텔관광경영과 송대근 교수님 연구실은 1호관 1210호실에 위치해 있습니다.
 호텔관광경영과 김진영 교수님 연구실 위치가 어디인가요?,호텔관광경영과 김진영 교수님 연구실은 본관 2층에 위치해 있습니다.
 아동보육과 임연진 교수님 연구실 위치가 어디인가요?,아동보육과 임연진 교수님 연구실은 본관 313호실에 위치해 있습니다.
 아동보육과 유미림 교수님 연구실 위치가 어디인가요?,아동보육과 유미림 교수님 연구실은 본관 3층에 위치해 있습니다.
 아동보육과 박현경 교수님 연구실 위치가 어디인가요?,아동보육과 박현경 교수님 연구실은 본관 2층에 위치해 있습니다.
 사회복지학과 김상아 교수님 연구실 위치가 어디인가요?,사회복지학과 김상아 교수님 연구실은 9호관 9411호실에 위치해 있습니다.
 사회복지학과 이규은 교수님 연구실 위치가 어디인가요?,사회복지학과 이규은 교수님 연구실은 본관 401호실에 위치해 있습니다.
 사회복지학과 승금희 교수님 연구실 위치가 어디인가요?,사회복지학과 승금희 교수님 연구실은 9호관 9408호실에 위치해 있습니다.
 사회복지학과 이상철 교수님 연구실 위치가 어디인가요?,사회복지학과 이상철 교수님 연구실은 9호관 9410호실에 위치해 있습니다.
 사회복지학과 유비 교수님 연구실 위치가 어디인가요?,사회복지학과 유비 교수님 연구실은 9호관 9305-3호실에 위치해 있습니다.
 항공서비스학과 최승리 교수님 연구실 위치가 어디인가요?,항공서비스학과 최승리 교수님 연구실은 본관 206호실에 위치해 있습니다.
 항공서비스학과 박신영 교수님 연구실 위치가 어디인가요?,항공서비스학과 박신영 교수님 연구실은 1호관 1401-2호실에 위치해 있습니다.
 항공서비스학과 왕수명 교수님 연구실 위치가 어디인가요?,항공서비스학과 왕수명 교수님 연구실은 본관 307호실에 위치해 있습니다.
 항공서비스학과 유을순 교수님 연구실 위치가 어디인가요?,항공서비스학과 유을순 교수님 연구실은 본관 205호실에 위치해 있습니다.
 글로벌중국비즈니스과 홍규선 교수님 연구실 위치가 어디인가요?,글로벌중국비즈니스과 홍규선 교수님 연구실은 본관 310호실에 위치해 있습니다.
 글로벌중국비즈니스과 임난영 교수님 연구실 위치가 어디인가요?,글로벌중국비즈니스과 임난영 교수님 연구실은 본관 410호실에 위치해 있습니다.
 글로벌중국비즈니스과 유창승 교수님 연구실 위치가 어디인가요?,글로벌중국비즈니스과 유창승 교수님 연구실은 1호관 1202호실에 위치해 있습니다.
 글로벌중국비즈니스과 지용일 교수님 연구실 위치가 어디인가요?,글로벌중국비즈니스과 지용일 교수님 연구실은 본관 311호실에 위치해 있습니다.
 글로벌중국비즈니스과 이리 교수님 연구실 위치가 어디인가요?,글로벌중국비즈니스과 이리 교수님 연구실은 본관 512호실에 위치해 있습니다.
 사회복지상담과 김상아 교수님 연구실 위치가 어디인가요?,사회복지상담과 김상아 교수님 연구실은 9호관 9411호실에 위치해 있습니다.
 사회복지상담과 유비 교수님 연구실 위치가 어디인가요?,사회복지상담과 유비 교수님 연구실은 9호관 9305-3호실에 위치해 있습니다.
 사회복지상담과 이규은 교수님 연구실 위치가 어디인가요?,사회복지상담과 이규은 교수님 연구실은 본관 401호실에 위치해 있습니다.
 사회복지상담과 승금희 교수님 연구실 위치가 어디인가요?,사회복지상담과 승금희 교수님 연구실은 9호관 9408호실에 위치해 있습니다.
 사회복지상담과 이상철 교수님 연구실 위치가 어디인가요?,사회복지상담과 이상철 교수님 연구실은 9호관 9410호실에 위치해 있습니다.
 레저스포츠학과 공창빈 교수님 연구실 위치가 어디인가요?,레저스포츠학과 공창빈 교수님 연구실은 5호관 5206-1호실에 위치해 있습니다.
 레저스포츠학과 이현주 교수님 연구실 위치가 어디인가요?,레저스포츠학과 이현주 교수님 연구실은 5호관 5206-2호실에 위치해 있습니다.
 레저스포츠학과 정은주 교수님 연구실 위치가 어디인가요?,레저스포츠학과 정은주 교수님 연구실은 본관 315호실에 위치해 있습니다.
 레저스포츠학과 김승용 교수님 연구실 위치가 어디인가요?,레저스포츠학과 김승용 교수님 연구실은 본관 413호실에 위치해 있습니다.
 산업디자인학과 황정행 교수님 연구실 위치가 어디인가요?,산업디자인학과 황정행 교수님 연구실은 본관 5층에 위치해 있습니다.
 산업디자인학과 유승용 교수님 연구실 위치가 어디인가요?,산업디자인학과 유승용 교수님 연구실은 본관 5층에 위치해 있습니다.
 산업디자인학과 이경아 교수님 연구실 위치가 어디인가요?,산업디자인학과 이경아 교수님 연구실은 본관 2층에 위치해 있습니다.
 산업디자인학과 김두한 교수님 연구실 위치가 어디인가요?,산업디자인학과 김두한 교수님 연구실은 본관 3층에 위치해 있습니다.
 산업디자인학과 다까스요꼬 교수님 연구실 위치가 어디인가요?,산업디자인학과 다까스요꼬 교수님 연구실은 본관 4층에 위치해 있습니다.
 산업디자인학과 최재홍 교수님 연구실 위치가 어디인가요?,산업디자인학과 최재홍 교수님 연구실은 본관 5층에 위치해 있습니다.
 시각디자인학과 정상곤 교수님 연구실 위치가 어디인가요?,시각디자인학과 정상곤 교수님 연구실은 본관 5층에 위치해 있습니다.
 시각디자인학과 장규순 교수님 연구실 위치가 어디인가요?,시각디자인학과 장규순 교수님 연구실은 본관 2층에 위치해 있습니다.
 시각디자인학과 이경규 교수님 연구실 위치가 어디인가요?,시각디자인학과 이경규 교수님 연구실은 본관 4층에 위치해 있습니다.
 시각디자인학과 한준호 교수님 연구실 위치가 어디인가요?,시각디자인학과 한준호 교수님 연구실은 본관 3층에 위치해 있습니다.
 시각디자인학과 이형주 교수님 연구실 위치가 어디인가요?,시각디자인학과 이형주 교수님 연구실은 본관 4층에 위치해 있습니다.
 시각디자인학과 한결 교수님 연구실 위치가 어디인가요?,시각디자인학과 한결 교수님 연구실은 본관 418호실에 위치해 있습니다.
 시각디자인학과 정수인 교수님 연구실 위치가 어디인가요?,시각디자인학과 정수인 교수님 연구실은 본관 5층에 위치해 있습니다.
 주얼리디자인과 조선형 교수님 연구실 위치가 어디인가요?,주얼리디자인과 조선형 교수님 연구실은 9호관 9308호실에 위치해 있습니다.
 주얼리디자인과 히로다까시 교수님 연구실 위치가 어디인가요?,주얼리디자인과 히로다까시 교수님 연구실은 본관 518호실에 위치해 있습니다.
 주얼리디자인과 정선영 교수님 연구실 위치가 어디인가요?,주얼리디자인과 정선영 교수님 연구실은 9호관 9309호실에 위치해 있습니다.
